Código CNH,Nombre,Comunidad Autónoma,Provincia,Municipio,Dirección,Código Postal,Teléfono,Telefax,Número de camas instaladas,Dependencia Patrimonial,Dependencia Funcional,Finalidad Asistencial,Observaciones,Concierto,Acreditación Docente
110248,HOSPITAL VIAMED BAHÍA DE CÁDIZ,ANDALUCÍA,CÁDIZ,Chiclana de la Frontera,"Ayala, 2",11130,956533333,956409057,46,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO
280777,HH. HH. SGDO. C. DE JESÚS. COMPLEJO ASISTENCIAL BENITO MENNI,MADRID,MADRID,Ciempozuelos,"Jardines, 1",28350,918930150,918930175,322,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),PSIQUIATRICO,,SI,NO
280783,CENTRO SAN JUAN DE DIOS,MADRID,MADRID,Ciempozuelos,"Av. de San Juan de Dios, 1",28350,918930001,918932868,339,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),PSIQUIATRICO,,SI,SI
300281,HOSPITAL DE LA VEGA LORENZO GUIRAO,REGIÓN DE MURCIA,MURCIA,Cieza,"Ctra. de Abarán, s/n",30530,968775550,968775563,142,COMUNIDAD AUTÓNOMA,SERVICIO MURCIANO DE SALUD,MEDICO-QUIRURGICO,,NO,SI
070244,CLINICA SALUS MENORCA S.L,ILLES BALEARS,ILLES BALEARS,Ciutadella de Menorca,"Canonge Moll, s/n",07760,971480505,971480506,41,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO
330143,HOSPITAL COMARCAL DE JARRIO,PPDO. DE ASTURIAS,ASTURIAS,Coaña,Jarrio,33719,985639300,985473367,105,SEGURIDAD SOCIAL,SERVICIO DE SALUD DEL PRINCIPADO DE ASTURIAS-SESPA,GENERAL,,NO,SI
281359,HOSPITAL GENERAL DE VILLALBA,MADRID,MADRID,Collado Villalba,Carretera de Alpedrete a Moralzarzal M-608 Km 41,28400,910908102,910908122,181,COMUNIDAD AUTÓNOMA,SERVICIO MADRILEÑO DE SALUD,GENERAL,,NO,NO
410397,HOSPITAL DE ALTA RESOLUCIÓN SIERRA NORTE,ANDALUCÍA,SEVILLA,Constantina,"Dr. Larrauri, s/n",41450,955889037,955889110,8,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,GENERAL,,NO,NO
100041,HOSPITAL CIUDAD DE CORIA,EXTREMADURA,CÁCERES,Coria,"Cervantes, 75",10800,927149200,927501898,103,SEGURIDAD SOCIAL,SERVICIO EXTREMEÑO DE SALUD-SES,GENERAL,,NO,NO
081717,Centre Sociosanitari SARquavitae Sant Jordi,CATALUÑA,BARCELONA,Cornellà de Llobregat,"CT Sant Joan Despí, 60",08940,934752690,934709762,51,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
280796,HOSPITAL MONOGRÁFICO ASEPEYO DE TRAUMAT. CIRUGÍA Y REHABILITACIÓN,MADRID,MADRID,Coslada,"Joaquín de Cárdenas, 2",28823,916735011,916276204,133,MATEP,MATEP,TRAUMATOLOGIA Y/O REHABILITACION,,NO,SI
281269,HOSPITAL UNIVERSITARIO DEL HENARES,MADRID,MADRID,Coslada,"Av. Marie Curie, s/n",28822,911912000,911912288,220,COMUNIDAD AUTÓNOMA,SERVICIO MADRILEÑO DE SALUD,GENERAL,Empresa Pública hasta 30 de junio,NO,SI
030351,HOSPITAL LA PEDRERA,COMUNIDAD VALENCIANA,ALICANTE,Dénia,"Ptda. Plana d'Est, 4",03700,966467170,966467287,106,COMUNIDAD AUTÓNOMA,CONSELLERIA DE SANIDAD. G. VALENCIANA,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
030128,"HOSPITAL SAN CARLOS DE DENIA GRUPO HLA, S.L.",COMUNIDAD VALENCIANA,ALICANTE,Dénia,Les Madrigueres sud 8,03700,902300124,965789172,31,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO
030340,HOSPITAL DE DENIA,COMUNIDAD VALENCIANA,ALICANTE,Dénia,"Pda. Beniadlá, s/n",03700,966429000,966427986,262,COMUNIDAD AUTÓNOMA,CONSELLERIA DE SANIDAD. G. VALENCIANA,GENERAL,Concesión Administrativa a Entidad Privada,NO,SI
060093,HOSPITAL DON BENITO-VILLANUEVA DE LA SERENA,EXTREMADURA,BADAJOZ,Don Benito,"Ctra. Don Benito-Villanueva de la Serena, km. 3",06400,924386820,924386801,0,SEGURIDAD SOCIAL,SERVICIO EXTREMEÑO DE SALUD-SES,GENERAL,,NO,SI
060297,HOSPITAL PARQUE VEGAS ALTAS,EXTREMADURA,BADAJOZ,Don Benito,Avda. Madrid 12,06400,924805050,924812690,26,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO
060253,COMPLEJO H. DON BENITO-VVA DE LA SERENA,EXTREMADURA,BADAJOZ,Don Benito,"Avda. Alonso Martín, 8",06400,924382806,924382872,327,COMUNIDAD AUTÓNOMA,SERVICIO EXTREMEÑO DE SALUD-SES,GENERAL,,NO,SI
410227,HOSPITAL DE EL TOMILLAR,ANDALUCÍA,SEVILLA,Dos Hermanas,"Ctra. Alcalá -Dos Hermanas, km. 6",41700,955016000,955016032,0,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,GENERAL,,NO,NO
410233,HOSPITAL SAN AGUSTIN,ANDALUCÍA,SEVILLA,Dos Hermanas,"Prolongación Doctor Fleming, sector 13, s/n",41703,955050570,955050578,93,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO
410419,HOSPITAL DE ALTA RESOLUCIÓN DE ÉCIJA,ANDALUCÍA,SEVILLA,Écija,"Av. Doctor Sánchez Malo, 73",41400,,,38,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,GENERAL,,NO,NO
070184,HOSPITAL CAN MISSES,ILLES BALEARS,ILLES BALEARS,Eivissa,"Corona, s/n",07800,971397000,971397121,271,SEGURIDAD SOCIAL,SERVEI DE SALUT DE LES ILLES BALEARS- IB-SALUT,GENERAL,,NO,SI
070201,"POLICLÍNICA NUESTRA SEÑORA DEL ROSARIO, S.A.",ILLES BALEARS,ILLES BALEARS,Eivissa,"Vía Romana, s/n",07800,971301916,971301756,67,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO
070197,HOSPITAL RESIDENCIA ASISTIDA CAS SERRES,ILLES BALEARS,ILLES BALEARS,Eivissa,"Cosme Vidal Llaser, 27. Barrio Cas Serres",07800,971392960,971392999,160,DIPUTACIÓN O CABILDO,DIPUTACIÓN O CABILDO,GERIATRIA Y/O LARGA ESTANCIA,,SI,NO
500200,CENTRO SANITARIO CINCO VILLAS,ARAGÓN,ZARAGOZA,Ejea de los Caballeros,"Antonio Machado, s/n",50600,976677978,976677972,32,COMUNIDAD AUTÓNOMA,SERVICIO ARAGONÉS DE SALUD-SALUD,GENERAL,,NO,NO
040118,HOSPITAL DE PONIENTE - EL EJIDO,ANDALUCÍA,ALMERÍA,"Ejido, El","Crta. de Almerimar, s/n",04700,950022568,950022602,273,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,GENERAL,,NO,NO
030384,HOSPITAL IMED ELCHE,COMUNIDAD VALENCIANA,ALICANTE,Elche/Elx,"Max Planck, s/n",03203,966915151,966651341,98,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO
030152,HOSPITAL GENERAL UNIVERSITARIO DE ELCHE,COMUNIDAD VALENCIANA,ALICANTE,Elche/Elx,"Camí de L´Amàssera, 11",03203,966616900,966616708,410,SEGURIDAD SOCIAL,CONSELLERIA DE SANIDAD. G. VALENCIANA,GENERAL,,NO,SI
030373,HOSPITAL UNIVERSITARIO VINALOPO,COMUNIDAD VALENCIANA,ALICANTE,Elche/Elx,"Tonico Sansano Mora, 14",03293,966679800,966632102,230,COMUNIDAD AUTÓNOMA,CONSELLERIA DE SANIDAD. G. VALENCIANA,GENERAL,Concesión Administrativa a Entidad Privada,NO,NO
030165,HOSPITAL GENERAL UNIVERSITARIO DE ELDA-VIRGEN DE LA SALUD,COMUNIDAD VALENCIANA,ALICANTE,Elda,"Ctra. Elda a Sax, s/n",03600,966989000,965398173,367,SEGURIDAD SOCIAL,CONSELLERIA DE SANIDAD. G. VALENCIANA,GENERAL,,NO,SI
480305,HOSPITAL QUIRONSALUD BIZKAIA,PAÍS VASCO,VIZCAYA,Erandio,"Carretera Leioa-Unbe, 33 bis",48950,902445595,944898001,110,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,SI
080713,Hospital de Sant Joan de Déu,CATALUÑA,BARCELONA,Esplugues de Llobregat,"CR Sant Joan de Déu, 2",08950,932804000,932033959,401,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),MATERNO-INFANTIL,,,NO
081784,Centre Sociosanitari d'Esplugues,CATALUÑA,BARCELONA,Esplugues de Llobregat,"VI Augusta, 66-70",08950,936406350,936520051,131,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
080728,Clínica Nostra Senyora de Guadalupe,CATALUÑA,BARCELONA,Esplugues de Llobregat,"CR Francesc Moragas, 2",08950,934702970,933712306,159,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
082167,Clínica Diagonal,CATALUÑA,BARCELONA,Esplugues de Llobregat,"CR Sant Mateu, 24",08950,932053213,932806280,87,OTRO PRIVADO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO
310121,HOSPITAL GARCÍA ORCOYEN,C. FORAL DE NAVARRA,NAVARRA,Estella-Lizarra,"Santa Soria, 22",31200,848435000,848435003,91,COMUNIDAD AUTÓNOMA,SERVICIO NAVARRO DE SALUD-OSASUNBIDEA,GENERAL,,NO,NO
290450,CENYT HOSPITAL (antigua Clínica Premium Internacional),ANDALUCÍA,MALAGA,Estepona,"Avda. Andalucía, 4",29680,659051380,952803798,10,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO
290382,HOSPITEN ESTEPONA,ANDALUCÍA,MALAGA,Estepona,"Crtra. Nacional 340, Km 162. Partido de Velerin",29680,952760600,952808546,74,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO
170288,Centre Sociosanitari Bernat Jaume,CATALUÑA,GIRONA,Figueres,"RD Rector Arolas, S/N",17600,972501400,,121,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
170139,Clínica Santa Creu,CATALUÑA,GIRONA,Figueres,"CR PERE III, 41",17600,972503650,972503931,35,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO
170123,Hospital de Figueres,CATALUÑA,GIRONA,Figueres,"RD RECTOR AROLAS, S/N",17600,972501400,972670313,168,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,GENERAL,,,SI
070366,HOSPITAL DE FORMENTERA,ILLES BALEARS,ILLES BALEARS,Formentera,"Venda des Brolls, s/n",07860,971321212,971321280,12,COMUNIDAD AUTÓNOMA,SERVEI DE SALUT DE LES ILLES BALEARS- IB-SALUT,GENERAL,,NO,NO
220105,CENTRO SANITARIO DE ALTA RESOLUCIÓN BAJO CINCA-BAIX CINCA,ARAGÓN,HUESCA,Fraga,"Hermana Andresa, 2",22520,974474545,974471065,32,COMUNIDAD AUTÓNOMA,SERVICIO ARAGONÉS DE SALUD-SALUD,GENERAL,,NO,NO
281146,HOSPITAL UNIVERSITARIO DE FUENLABRADA,MADRID,MADRID,Fuenlabrada,"Camino del Molino, 2",28942,916006000,916006701,406,COMUNIDAD AUTÓNOMA,SERVICIO MADRILEÑO DE SALUD,GENERAL,Empresa Pública,NO,SI
480209,HOSPITAL GALDAKAO-USANSOLO,PAÍS VASCO,VIZCAYA,Galdakao,"Barrio Labeaga, 46A",48960,944007000,944007132,464,COMUNIDAD AUTÓNOMA,SERVICIO VASCO DE SALUD-OSAKIDETZA,GENERAL,,NO,SI
460327,CENTRO MÉDICO GANDÍA,COMUNIDAD VALENCIANA,VALENCIA,Gandia,"Daimuz, 26",46700,962874740,962950215,11,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO
460207,HOSPITAL FRANCESC DE BORJA DE GANDIA,COMUNIDAD VALENCIANA,VALENCIA,Gandia,"Pº de la Medicina. 6,",46702,962849511,962849506,315,SEGURIDAD SOCIAL,CONSELLERIA DE SANIDAD. G. VALENCIANA,GENERAL,,NO,SI
280989,HOSPITAL UNIVERSITARIO DE GETAFE,MADRID,MADRID,Getafe,"Crtra de Toledo, km. 12,5",28905,916839360,916839748,510,SEGURIDAD SOCIAL,SERVICIO MADRILEÑO DE SALUD,GENERAL,,NO,SI
330208,"HOSPITAL BEGOÑA DE GIJÓN, S.L.",PPDO. DE ASTURIAS,ASTURIAS,Gijón,"Pablo Iglesias, 92",33204,985367711,985365385,51,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO
330175,SANATORIO NUESTRA SEÑORA DE COVADONGA,PPDO. DE ASTURIAS,ASTURIAS,Gijón,"General Suárez Valdés, 40",33204,985365122,985130758,24,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),MEDICO-QUIRURGICO,,NO,NO
330156,HOSPITAL DE CABUEÑES,PPDO. DE ASTURIAS,ASTURIAS,Gijón,"Los Prados, 395",33394,985185000,985367169,457,SEGURIDAD SOCIAL,SERVICIO DE SALUD DEL PRINCIPADO DE ASTURIAS-SESPA,GENERAL,,NO,SI
330169,HOSPITAL DE LA CRUZ ROJA,PPDO. DE ASTURIAS,ASTURIAS,Gijón,"Uría, 37",33202,985195000,985133195,120,PRIVADO-BENÉFICO (CRUZ ROJA),PRIVADO-BENÉFICO (CRUZ ROJA),MEDICO-QUIRURGICO,,SI,NO
330194,FUNDACIÓN HOSPITAL DE JOVE,PPDO. DE ASTURIAS,ASTURIAS,Gijón,"Av. Eduardo Castro, s/n",33290,985320308,985315710,233,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,GENERAL,,SI,SI
460180,CASA DE REPOSO SAN ONOFRE S.L.,COMUNIDAD VALENCIANA,VALENCIA,Godella,"Pujada de l'Ermita, 31",46110,963638036,963639972,76,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,PSIQUIATRICO,,NO,NO
480216,HOSPITAL GORLIZ,PAÍS VASCO,VIZCAYA,Gorliz,"Urezarantza Ibiltokia, 1",48630,944006600,944006627,149,COMUNIDAD AUTÓNOMA,SERVICIO VASCO DE SALUD-OSAKIDETZA,REHABILITACION PSICOFÍSICA,,NO,NO
180016,HOSPITAL UNIVERSITARIO VIRGEN DE LAS NIEVES,ANDALUCÍA,GRANADA,Granada,"Av. de las Fuerzas Armadas, 2",18014,958020000,958020132,0,SEGURIDAD SOCIAL,SERVICIO ANDALUZ DE SALUD,GENERAL,,NO,SI
081402,"Mútua de Granollers, Mútua de Previsió Social a Prima Fixa",CATALUÑA,BARCELONA,Granollers,"PL Pau Casals, s/n",08402,938708099,938790477,20,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO
080734,Hospital General de Granollers,CATALUÑA,BARCELONA,Granollers,"AV FRANCESC RIBAS, 1",08402,938425000,938425017,306,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,GENERAL,,,SI
081661,Benito Menni Complex Assistencial en Salut Mental,CATALUÑA,BARCELONA,Granollers,"CR FRANCESC RIBAS, 59",08402,938425035,,30,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),PSIQUIATRICO,,NO,NO
281326,CASTA GUADARRAMA,MADRID,MADRID,Guadarrama,"Carretera Nacional VI, Km. 50,300",28440,918548328,918540686,160,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,PSIQUIATRICO,,SI,NO
280800,HOSPITAL GUADARRAMA,MADRID,MADRID,Guadarrama,"Paseo del Molino del Rey, 2",28440,918562000,918562057,144,COMUNIDAD AUTÓNOMA,SERVICIO MADRILEÑO DE SALUD,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
180122,HOSPITAL DE ALTA RESOLUCION DE GUADIX,ANDALUCÍA,GRANADA,Guadix,"Mariana Pineda, s/n",18500,958699153,958699002,82,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,GENERAL,,NO,NO
260121,CENTRO SOCIOSANITARIO DE CONVALENCENCIA LOS JAZMINES,LA RIOJA,LA RIOJA,Haro,"Severo Ochoa, 5",26200,941303650,941304485,26,COMUNIDAD AUTÓNOMA,PRIVADO NO BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,SI,NO
020096,HOSPITAL DE HELLÍN,CASTILLA-LA MANCHA,ALBACETE,Hellín,"Juan Ramón Jiménez, 40",02400,967309500,967304611,135,SEGURIDAD SOCIAL,SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM,GENERAL,,NO,SI
200163,ORGANIZACIÓN SANITARIA INTEGRADA BIDASOA (OSI BIDASOA),PAÍS VASCO,GUIPÚZCOA,Hondarribia,"Finca Zubieta. Bº. Mendelu, s/n",20280,943007702,943007701,101,COMUNIDAD AUTÓNOMA,SERVICIO VASCO DE SALUD-OSAKIDETZA,GENERAL,,NO,SI
081605,Prytanis Hospitalet Centre Sociosanitari,CATALUÑA,BARCELONA,"Hospitalet de Llobregat, L'","CR Aprestadora, 43-45",08902,932988090,,104,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
081739,Centre sociosanitari de L'Hospitalet - Consorci Sanitari Integral,CATALUÑA,BARCELONA,"Hospitalet de Llobregat, L'","AV JOSEP MOLINS, 41",08906,934407500,933334543,123,PRIVADO-BENÉFICO (CRUZ ROJA),OTROS PÚBLICOS,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
081461,Institut Català d'Oncologia L'Hospitalet (ICO),CATALUÑA,BARCELONA,"Hospitalet de Llobregat, L'","AV Gran Via, 203",08908,933357011,932607783,126,COMUNIDAD AUTÓNOMA,OTROS PÚBLICOS,ONCOLOGICO,,,NO
082112,Unitat Polivalent Benito Menni en Salut Mental de l'Hospitalet-El Prat de Llobregat,CATALUÑA,BARCELONA,"Hospitalet de Llobregat, L'","CR Sant Rafael, 11",08905,936402400,,35,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),PSIQUIATRICO,,NO,NO
080771,Hospital General de L'Hospitalet,CATALUÑA,BARCELONA,"Hospitalet de Llobregat, L'","AV JOSEP MOLINS, 29",08906,934407500,933334543,89,PRIVADO-BENÉFICO (CRUZ ROJA),OTROS PÚBLICOS,GENERAL,,,SI
080752,Hospital Universitari de Bellvitge,CATALUÑA,BARCELONA,"Hospitalet de Llobregat, L'","CR Feixa Llarga, s/n",08907,933357011,932607533,1022,SEGURIDAD SOCIAL,INSTITUTO CATALÁN DE LA SALUD,GENERAL,,,SI
080543,Hestia Duran i Reynals,CATALUÑA,BARCELONA,"Hospitalet de Llobregat, L'","AV Gran  Via, 203",08908,934170400,934183356,428,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
040084,HOSPITAL COMARCAL LA INMACULADA,ANDALUCÍA,ALMERÍA,Huércal-Overa,"Av. Dra. Ana Parra, s/n",04600,950029176,950451040,184,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,GENERAL,,NO,SI
380197,HOSPITAL DE LA SANTÍSIMA TRINIDAD,CANARIAS,SANTA CRUZ DE TENERIFE,Icod de los Vinos,Camino Las Gaviotas nº 22. Barrio del Buen Paso,38430,922321633,922321456,99,DIPUTACIÓN O CABILDO,DIPUTACIÓN O CABILDO,GERIATRIA Y/O LARGA ESTANCIA,,SI,NO
380337,HOSPITAL DEL NORTE,CANARIAS,SANTA CRUZ DE TENERIFE,Icod de los Vinos,CALLE LAS GAVIOTAS Nº 22. BUEN PASO,38437,822171471,922653808,0,COMUNIDAD AUTÓNOMA,SERVICIO CANARIO DE SALUD,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
081885,Hospital d'Igualada,CATALUÑA,BARCELONA,Igualada,"AV Catalunya, 11",08700,938075500,938036915,280,ENTIDADES PÚBLICAS,OTROS PÚBLICOS,GENERAL,,,SI
080787,Fundació Sanitària Sant Josep,CATALUÑA,BARCELONA,Igualada,"CR CARME VERDAGUER, 56",08700,938032650,938051586,145,PRIVADO NO BENÉFICO,OTRO PRIVADO-BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
070377,HOSPITAL COMARCAL D'INCA,ILLES BALEARS,ILLES BALEARS,Inca,"Crtra Vella de Llubi, s/n",07300,971888514,971888584,165,COMUNIDAD AUTÓNOMA,SERVEI DE SALUT DE LES ILLES BALEARS- IB-SALUT,GENERAL,,NO,NO
220089,HOSPITAL DE JACA-SALUD,ARAGÓN,HUESCA,Jaca,Calzada de Rapitán s/n,22700,974355331,974364142,44,ENTIDADES PÚBLICAS,SERVICIO ARAGONÉS DE SALUD-SALUD,GENERAL,,NO,NO
110110,HOSPITAL DE ESPECIALIDADES DE JEREZ DE LA FRONTERA,ANDALUCÍA,CÁDIZ,Jerez de la Frontera,"Ronda de Circunvalacion, s/n",11408,956032075,956032239,548,SEGURIDAD SOCIAL,SERVICIO ANDALUZ DE SALUD,GENERAL,,NO,SI
110103,CLINICA  LOS ÁLAMOS,ANDALUCÍA,CÁDIZ,Jerez de la Frontera,"Av. de Tamarix, 4",11407,956182244,956308811,15,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO
110239,HOSPITAL JEREZ PUERTA DEL SUR,ANDALUCÍA,CÁDIZ,Jerez de la Frontera,"Av. Puerta del Sur, s/n",11408,956357100,956357170,98,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO
110271,CLÍNICA SERMAN - INSTITUTO MÉDICO,ANDALUCÍA,CÁDIZ,Jerez de la Frontera,"Pº de la Rosaleda, 40",11405,956301211,956317759,41,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO
110125,HOSPITAL SAN JUAN GRANDE,ANDALUCÍA,CÁDIZ,Jerez de la Frontera,"Glorieta Félix Rodriguez de la Fuente, s/n",11408,956357300,956184802,143,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),GENERAL,,SI,NO
010088,HOSPITAL DE LEZA,PAÍS VASCO,ÁLAVA,Laguardia,"Ctra. Vitoria - Logroño, km. 59",01309,945006900,945006901,63,COMUNIDAD AUTÓNOMA,SERVICIO VASCO DE SALUD-OSAKIDETZA,GENERAL,,NO,NO
330254,FUNDACION SANATORIO ADARO,PPDO. DE ASTURIAS,ASTURIAS,Langreo,"Jove y Canella, 1",33900,985692051,985692151,138,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,SI,NO
330241,HOSPITAL VALLE DEL NALÓN,PPDO. DE ASTURIAS,ASTURIAS,Langreo,Polígono de Riaño,33920,985652000,985652006,214,SEGURIDAD SOCIAL,SERVICIO DE SALUD DEL PRINCIPADO DE ASTURIAS-SESPA,GENERAL,,NO,SI
260109,CLÍNICA LOS MANZANOS,LA RIOJA,LA RIOJA,Lardero,Hermanos Maristas s/n,26140,941499490,941499491,50,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,MEDICO-QUIRURGICO,,SI,NO
390134,HOSPITAL COMARCAL DE LAREDO,CANTABRIA,CANTABRIA,Laredo,"Av. de los Derechos Humanos, s/n",39770,942638500,942607876,132,SEGURIDAD SOCIAL,SERVICIO CÁNTABRO DE SALUD-SCS,GENERAL,,NO,SI
280838,HOSPITAL UNIVERSITARIO SEVERO OCHOA,MADRID,MADRID,Leganés,"Av. de Orellana, s/n",28911,914818000,916940717,386,SEGURIDAD SOCIAL,SERVICIO MADRILEÑO DE SALUD,GENERAL,,NO,SI
280843,INSTITUTO PSIQUIÁTRICO SERVICIOS DE SALUD MENTAL JOSÉ GERMAIN,MADRID,MADRID,Leganés,"La Luna, 1",28911,915866767,915866543,178,COMUNIDAD AUTÓNOMA,SERVICIO MADRILEÑO DE SALUD,PSIQUIATRICO,,NO,SI
230079,HOSPITAL COMARCAL SAN AGUSTÍN,ANDALUCÍA,JAÉN,Linares,"Av. de San Cristobal, s/n",23700,953024200,953024315,204,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,GENERAL,,NO,SI
110146,HOSPITAL DE LA LÍNEA DE LA CONCEPCIÓN,ANDALUCÍA,CÁDIZ,"Línea de la Concepción, La","Av. Menéndez y Pelayo, 103",11300,956026500,956026556,180,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,GENERAL,,NO,NO
330321,"INSTITUTO SALUD MENTAL PÉREZ-ESPINOSA ORIA, S.L.",PPDO. DE ASTURIAS,ASTURIAS,Llanera,"LG Santa Rosa, nº 6",33690,985771677,985772566,42,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,PSIQUIATRICO,,NO,NO
060219,COMPLEJO HOSPITALARIO LLERENA-ZAFRA,EXTREMADURA,BADAJOZ,Llerena,"Avda. Dr. Fleming, s/n",06900,924877000,924870926,227,ENTIDADES PÚBLICAS,SERVICIO EXTREMEÑO DE SALUD-SES,GENERAL,,NO,SI
060114,HOSPITAL GENERAL DE LLERENA,EXTREMADURA,BADAJOZ,Llerena,"Avda. Dr. Fleming, s/n",06900,924877000,924870926,0,SEGURIDAD SOCIAL,SERVICIO EXTREMEÑO DE SALUD-SES,GENERAL,,NO,SI
460392,HOSPITAL DE LLIRIA,COMUNIDAD VALENCIANA,VALENCIA,Llíria,"PARATGE CABEÇÓ DE L'AGUILA, S/N",46160,962718800,961976035,96,SEGURIDAD SOCIAL,CONSELLERIA DE SANIDAD. G. VALENCIANA,GENERAL,,NO,NO
170160,Hospital Sociosanitari de Lloret de Mar,CATALUÑA,GIRONA,Lloret de Mar,"CR VALL DE VENECIA, 59",17310,972364736,972372602,63,MUNICIPIO,OTROS PÚBLICOS,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
070423,HOSPITAL CLINIC BALEAR,ILLES BALEARS,ILLES BALEARS,Llucmajor,Paseo  Arbreda  s/n,07609,971443030,971440431,34,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO
180133,HOSPITAL DE ALTA RESOLUCIÓN DE LOJA,ANDALUCÍA,GRANADA,Loja,"Avda. Tierno Galván, s/n",18300,958338100,958338197,22,COMUNIDAD AUTÓNOMA,COMUNIDAD AUTÓNOMA,GENERAL,,NO,NO
300217,HOSPITAL VIRGEN DEL ALCAZAR,REGIÓN DE MURCIA,MURCIA,Lorca,"Alameda de los Tristes, s/n",30800,968468600,968468612,175,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,SI,NO
